screen_name	created_at	text	location	followers_count
patriotX_6	2021-02-08 17:34:56	"Good question. 

""...why should non-citizens who don’t pay taxes be treated better and and given the opportunity to be safer — than our citizens?"" 

#COVID19 #JoeBiden #Vaccine #ReOpenAmerica 
https://t.co/i2wi043dtn"	""	97
mtjohnson51	2021-02-08 17:54:12	God is too loving to let evil go unpunished.   #mondaythoughts  #scripture  #TrumpLiedPeopleDied  #MajorieTaylorGreene  #COVID19  #StimulusBill  #BidenTakeAction  #Godislove  #theCursebook https://t.co/ZCRMeqJaQg	Georgia, USA	2847
SmithSchmied	2021-02-08 17:54:10	"@sjbradbury61 @Lillibet68 @TelBabe Not too late to educate yourself John, just lay off junk and read quality scientific analysis documents. You don’t need academic qualifications for that!
https://t.co/e9MhyJ8r6m"	""	174
ADL_NYNJ	2021-02-08 17:54:07	As numbers of #COVID19 cases start to rise again, a reminder that we need to stand united to beat it, and that no community should be #stereotyped or #scapegoated! Lets keep #NY and our country #NoPlaceForHate https://t.co/P87rT9oZ1J	New York, NY	3748
harley_carter1	2021-02-08 17:30:19	"@RealDeniseWelch Professor Lawrie meta analysis on new treatment for Covid19 
ignored.

8 out 10 unnecessary Covid deaths <U+0001F447><U+0001F447><U+0001F447>

https://t.co/JlZainGCH5"	""	507
harley_carter1	2021-02-08 17:35:01	"@GeorgeFareed2 @Liliana25099923 Professor Lawrie meta analysis for treatment of Covid19 

8out 10 deaths unnecessary <U+0001F447>

https://t.co/JlZainGCH5"	""	507
harley_carter1	2021-02-08 17:47:58	"@KirstieMAllsopp @grantshapps Professor Lawrie meta analysis on new Covid19 treatment being ignored.

8 out 10 deaths unnecessary <U+0001F447>

https://t.co/JlZainGCH5"	""	507
harley_carter1	2021-02-08 17:32:26	"@RealDeniseWelch 

Professor Lawrie meta analysis 8 out 10 unnecessary Covid19 deaths  <U+0001F447>being ignored 

https://t.co/JlZainGCH5"	""	507
harley_carter1	2021-02-08 17:54:04	"@piersmorgan <U+0001F447>

Professor Lawrie ignored-8 out 10 Covid19 deaths unnecessary 
<U+0001F447><U+0001F447>

https://t.co/JlZainGCH5"	""	507
harley_carter1	2021-02-08 17:38:10	"@WhistlingDixie4 @BBCNews Professor Lawrie meta analysis on new Covid19 treatment 

8 out 10 unnecessary deaths<U+0001F447>

https://t.co/JlZainGCH5"	""	507
harley_carter1	2021-02-08 17:49:42	"@AlStewartOBE @KirstieMAllsopp @BBCFergusWalsh Professor Lawrie meta analysis on new Covid19 Treatment ignored.

8 out 10 deaths unnecessary <U+0001F447>

https://t.co/JlZainGCH5"	""	507
YWCAUSA	2021-02-08 17:54:04	The @NYTimes researched the toll of the #COVID19 pandemic on America’s moms and documented it in their series “The Primal Scream.” For the next 7 days, we’ll be highlighting their findings and discussing how we can build back better for moms: https://t.co/hknx9bh27J	Washington, DC	17331
COsborne83	2021-02-08 17:54:03	"Good morning @mnhealth and @GovTimWalz, a friendly suggestion: pls stop calling the Mpls and Duluth #COVID19 vaccination sites “Community” sites. These are state sites and it’s creating confusion for local residents attending the actual community-based  
1/2"	Minneapolis-St. Paul, MN	68
TsolakisDaneen	2021-02-08 17:47:34	@VP PLEASE HELP! WHY IS OUR GOVERNOR MIKE DEWINE PUTTING A PAUSE ON THE COVID19 VACCINE? IM DESPERATELY WAITING TO GET MY VACCINE IM TIRED OF LIVING IN FEAR AND WORRYING EVETY DAY. THE VACCINES OUR PUT OUT FOR PEOPLE TO GET THEM NOT for OUR GOVERNOR TO PUT A HOLD ON THEM..PLEASE HELP	""	0
TsolakisDaneen	2021-02-08 17:54:02	@GovMikeDeWine Mike Dewine WHY ARE YOU PAUSING THE COVID19  VACCINES? IM DESPERATELY WAITING TO GET MY SHOT. IM TIRED OF LIVING IN FEAR . AS OUR GOVERNOR YOU ARE SUPPOSED TO PROTECT US  PLEASE DO NOT PAUSE THE VACCINE. THE JOHNSON AND JOHNSON VACCINE IS ONLY 65% EFFECTIVE WE DON'T WANT THAT ONE	""	0
nily	2021-02-08 17:53:59	"The expectation that seniors should travel long distances to receive a vaccine they have been prioritized for is simply unacceptable.

Thanks to my colleagues for joining me today calling on the City to provide our fair share of permanent #COVID19 vaccination sites in NE Queens. https://t.co/7aQ5uLRZLc"	QB	7466
RadioNLNews	2021-02-08 17:53:58	The BC Nurses Union is calling on the Interior Health Authority to step up security for nurses and staff at Ponderosa Lodge in #Kamloops. https://t.co/AP4ABHQpVC #covid19 https://t.co/F9KdLIphXo	Kamloops	7298
RadioNLNews	2021-02-08 17:38:19	"There could soon be a fourth COVID-19 variant that B.C. health officials consider a ""variant of concern."" https://t.co/FxFDfNqWIm #Kamloops #covid19 https://t.co/2iOdlkWJYH"	Kamloops	7298
RadioNLNews	2021-02-08 17:25:19	#COVID19 exposures have been reported at Lloyd George Elementary and Juniper Ridge Elementary in #Kamloops. https://t.co/kDSCrgytzV https://t.co/E2OFWAQZoy	Kamloops	7298
KuwarMahendraS5	2021-02-08 17:53:57	"@POTUS Honorable President, our country has sent the vaccine of covid19 made in India and Government of India to more than 15 countries of the world and these are going on. We have achieved the honor of being a responsible country. <U+0001F64F><U+0001F64F><U+0001F64F><U+0001F64F><U+0001F64F><U+0001F64F>
<U+0001F1EE><U+0001F1F3><U+0001F1EE><U+0001F1F3><U+0001F1EE><U+0001F1F3><U+0001F1EE><U+0001F1F3><U+0001F1EE><U+0001F1F3><U+0001F1EE><U+0001F1F3><U+0001F1EE><U+0001F1F3><U+0001F1EE><U+0001F1F3><U+0001F1EE><U+0001F1F3><U+0001F1EE><U+0001F1F3><U+0001F1EE><U+0001F1F3><U+0001F1EE><U+0001F1F3><U+0001F1EE><U+0001F1F3><U+0001F1EE><U+0001F1F3>"	<U+0001F1EE><U+0001F1F3> India <U+2764><U+FE0F>	346
BDandCo	2021-02-08 17:53:53	"BD is proud to sponsor this year’s @AAAS Annual Meeting. See BD CEO @TomPolen_BD introduce Dr. Anthony Fauci at today’s 4 p.m. ET plenary session, ""#COVID19 in 2021: Lessons Learned and Remaining Challenges."" https://t.co/xEY7nYCSiZ"	Franklin Lakes, NJ	10851
ClearAndSafe	2021-02-08 17:53:53	@WinGatchalian74 If they got covid19 in school, what will happen next? Not only the kids will suffer but their parents and other members of the family also. It's better to stay at home until everything is safe right. Thx @DepEd_PH @ntfcovid19ph @DOHgovph	""	0
LavellePartners	2021-02-08 17:53:49	"Last week, the High Court found in favour of policy holders in the landmark FBD Insurance test case. Partner Ciarán Leavy looks at the decisions and it's implications for similar businesses. 

#businessinterruptioninsurance #covid19 #insurancedisputes

https://t.co/c8SNWSoTry https://t.co/EOQSYf4gOg"	Dublin 2	697
Wakem10	2021-02-08 17:53:45	Due to covid19 and the cancellation of 11th February, valentine's day has been postpone. https://t.co/PJ61QuCSPI	 <U+0001F1E8><U+0001F1F2> 	8054
qatarday	2021-02-08 17:53:41	#Migrants living in #Britain will be eligible to receive #COVID19 #vaccines regardless of whether they have the legal right to live and work in the country, the government said on Monday, adding that getting the shot would not trigger immigration checks. https://t.co/9YlbFk7bud	Doha, Qatar	27333
gtpgr	2021-02-08 17:53:39	South #Aegean Planning Safe 2021 #Tourism Opening https://t.co/FBBKsaVpSs @htheoharis @ghatzimarkos #AegeanIslands #aegeanlikenoother #Greece #GreekTourism #RestartTourism #coronavirus #coronaviruspandemic #COVID19 #coronaviruscrisis #COVID19Gr #COVID19Greece #ttot	Greece	15620
Bobndc	2021-02-08 17:53:37	The first sitting member of Congress dies of COVID-19. Ron Wright (R-TX) passed away from the disease 18 days after his diagnosis. RIP, and condolences to his family.  #covid19 https://t.co/gZUxXs0vRb	Metro Chicago	4937
a2burns	2021-02-08 17:53:37	@SenatorSinema dont be a benedict arnold 2 the democrat party...pass the covid19 relief bill so kids get more foodstamps 2 eat with&amp;WIC 2...social programs should be ur #1priority if ur a true democrat... https://t.co/qLJ01oOOCl	""	808
profshanecrotty	2021-02-08 17:53:33	"Ho and colleagues were another group to report relatively large drops in neutralizing antibody potency against B1351. Nevertheless, neutralization was detectable, and  Moderna and Pfizer vaccinees did at least as well as COVID19 cases.
https://t.co/NpkgO86AAV"	La Jolla, San Diego	24365
profshanecrotty	2021-02-08 17:53:32	"First, what to think of the antibody neutralization loss?

It is much steeper than reported by multiple groups elsewhere for COVID19 cases or other COVID vaccines. Multiple labs reported ~2x drop in neutralization of B1351 or related virus, with antibodies from vaccinated people"	La Jolla, San Diego	24365
profshanecrotty	2021-02-08 17:53:33	"However, Penny Moore lab data for B1351 neutralization was also ~8-fold down for COVID19 cases (range = no change to 64x) .
https://t.co/UKPxbNMWeT"	La Jolla, San Diego	24365
OmniArabic	2021-02-08 17:53:28	"New #COVID19 travel restrictions could be coming to #Canada as early as next week, according to Minister of Transport Omar Alghabra (@OmarAlghabra).

Click the link to watch part 1 of our exclusive #Arabic interview: https://t.co/c1khvlXnDR

#CDNpoli https://t.co/MfZewaLYJc"	""	82
showusyourwork	2021-02-08 17:53:27	Looks like the #COVID19 fatality rate in Congress has risen to 0.3% https://t.co/bR5ijDKFxT	New York, NY	6247
AmyTanMD	2021-02-08 17:53:27	An important thread from my brilliant &amp; caring friend &amp; colleague, an aerosol scientist. Please read re his tips of harm reduction re #COVID19 to keep yourself &amp; everyone around you safe. Please. <U+0001F447><U+0001F3FD> https://t.co/mFtLKKn4yQ	Lekwungen Territory	4832
Abimbola0990	2021-02-08 17:53:25	This Government take us for a fool they thought we have forgotten all they did, now they want to open Lekki toll gate, well I blame Nigerians though for giving up the fight after the GOVT logic of using COVID19 palliative to die down everything. <U+0001F62A><U+0001F62A> #OccupyLekkiTollGate	Nigeria	81
liarpoliticians	2021-02-08 17:48:18	"Remember people, these Tory NAZIS said ""Coronavirus vaccine will make you free"" (rewording the insult at Auschwitz). #DowningStreetBriefing #FinalSolution #genocide #NewWorldOrder #depopulation #Agenda21 #Agenda2030 #coronavirus #covid19 #BBCNews #SkyNews https://t.co/EH93FsDto0"	Communist Police State UK	14680
liarpoliticians	2021-02-08 17:53:22	"Adolf Hitler must be pissing himself with laugher in his grave at how Tories managed to sucker so many people to take the Josef Mengele NOT A VACCINE ""vaccine"".  #DowningStreetBriefing #FinalSolution #genocide #NewWorldOrder #depopulation #coronavirus #covid19 #BBCNews #SkyNews"	Communist Police State UK	14680
liarpoliticians	2021-02-08 17:51:11	@PoliticsPollss So there's a de-facto amnesty for the millions of illegal immigrants @BorisJohnson @PritiPatel @CONservatives have been smuggling in to UK for years. BASTARDS!  #DowningStreetBriefing #FinalSolution #NewWorldOrder #Agenda21 #Agenda2030 #coronavirus #covid19 #BBCNews #SkyNews	Communist Police State UK	14680
liarpoliticians	2021-02-08 17:31:11	@MatthewRimmer Penfold had more intelligence than Nazi Van-Tam.  #DowningStreetBriefing #FinalSolution #genocide #NewWorldOrder #depopulation #Agenda21 #Agenda2030 #coronavirus #covid19 #BBCNews #SkyNews	Communist Police State UK	14680
liarpoliticians	2021-02-08 17:30:22	"Another easy planted ""question"" from the ""public"" for the criminals in Drowning Street to ""answer"". #DowningStreetBriefing #FinalSolution #genocide #NewWorldOrder #depopulation #Agenda21 #Agenda2030 #coronavirus #covid19 #BBCNews #SkyNews"	Communist Police State UK	14680
heinerprahm	2021-02-08 17:53:20	"@POTUS Generally #Ivermectin prophylaxis protection up to 100%!

If not possible and symptoms: go to the doctor, rapid test and prophylaxis treatment after Covid19 contact with #Ivermectin to stop the virus from spreading! Remain ambulatory 97.8%.

https://t.co/yOtNBoFVCE https://t.co/Clt8z4oGG0"	Germany	485
ed_warp	2021-02-08 17:53:20	@politico How does Trump's Fake COVID19 Virus hospitalize a sitting US Representative?  #MAGA	t.RUMP Tower Manhattan	1
ed_warp	2021-02-08 17:52:43	@TexasTribune How does Trump's fake COVID19 Virus kill a sitting US Rep of the USA?  #MAGA	t.RUMP Tower Manhattan	1
Qust4Grc	2021-02-08 17:53:18	I admit it, I was near to a person without a mask.  She tested positive when she went to the hospital. Now we are quarantined for fourteen days and I am working from home.<U+0001F610><U+0001F612><U+0001F914> Yes I will do better in future, even with friends...#Covid19 #Quarantine	Virginia, USA	2656
Simply_Clinton	2021-02-08 17:53:18	"Here is a simple and easy to understand talk about the COVID19 vaccine... by Dr. @docbenjisays 

https://t.co/MmpfF5Qc16"	Baguio City, Cordillera Admin Region	8041
chuckthemuckra1	2021-02-08 17:53:17	Do better, .@Facebook. #COVID19 #COVID19Vaccine #COVID19Disinformation https://t.co/KZrYrFjSe0	""	234
daveag	2021-02-08 17:53:13	The fact that I received an email from my kid’s school (@DeKalbSchools) asking me to donating cleaning supplies and PPE tells me the 5 mitigation strategies that are prerequisites for reopening have yet to be met. #covid19	Atlanta, GA	2780
leyka33175	2021-02-08 17:53:11	Friendly reminder to wear mask. Data is showing it’s working, BUT yesterday everyone in FL forgot we’re in a pandemic and was out celebrating the Bucc’s win. #WearAMask #StayHome #socialdistancing #COVID19	Tampa, FL	202
ASUHaifa	2021-02-08 17:53:04	"<U+0001F534><U+0001F4FD><U+FE0F> Restrictions in Israel begin to ease, vaccinations wane, and Covid-19 cases are still on the rise. 

We are LIVE with Dr. Manfred Green, Director of @UofHaifa’s Public Health Program for another #Covid19 update.
https://t.co/Tlh5c75i5c"	New York, USA	755
holgermu	2021-02-08 17:53:03	.@Nexthinknews raises $180M to accelerate employees’ digital experiences. @SiliconANGLE @Mike_Wheatley - https://t.co/dOTuQ0KVWk &gt;&gt; Congrats - #EmployeeExperience is a key aspect of #FutureofWork even more during #Covid19 https://t.co/3NeflbpBli	San Diego	46035
iyayetunde1	2021-02-08 17:53:01	Looking for something to do during the #covid19 #pandemic #lockdown? Have a read of my #blogpost: Robert Flynn: How To Promote Your Second Book https://t.co/9lsWatT6ez #bloggerstribe #blogginggals #writerslift	London, England	8295
m_Gurush	2021-02-08 17:52:59	"m-GURUSH is fast, easy, safe and convenient. Register for free and enjoy sending money across South Sudan and East Africa, buying airtime, and paying for goods and services. 
 Dial *355# to start the registration process.
 #SouthSudan #NewDawn #NowWeCan #StaySafe #Covid19 https://t.co/8bJQYPSwBJ"	South Sudan	859
patriciamartaus	2021-02-08 17:52:57	@IngGuthrie @Deliriousred1 Excellent suggestion for a post-Covid19 startup!	Bexley, OH	207
BossLadyBAbides	2021-02-08 17:52:57	@kaikahele @RepRonWright With all due respect, I will save my empathy for people who didn’t call COVID19 a hoax and sign on to destroy our democracy<U+0001F937><U+0001F3FB><U+200D><U+2640><U+FE0F>he perpetuated the 2 big lies &amp; caused death &amp; destruction so IMO it’s an eye for an eye	""	61
lalytatweets	2021-02-08 17:52:45	"Known since early 2020 and still a problem in 2021.

But that’s ok, it is never too late in a pandemic.

It just can be better or worse, so now — governments and people — make sure it just gets better.

And if you want to continue cleaning surfaces as well, then do. 

#COVID19 https://t.co/0due04SPvs"	""	490
AlStewartOBE	2021-02-08 17:24:28	"#Covid19 #PressConference 
#JVT echoes @NikkiKF's gratitude to the thousands of 
@NHSEngland people who have made the vaccination drive the success it patently is..."	""	21758
AlStewartOBE	2021-02-08 17:35:59	"#Covid19 #PressConference 
#JVT says there is no evidence the South Africa variant is going to take over from the main, established virus.
He agrees with @BBCFergusWalsh that scare stories don't help and are just that - 'scare stories'."	""	21758
AlStewartOBE	2021-02-08 17:52:45	"#Covid19 #PressConference #Vaccines #Variants 
What a shame @davidshukmanbbc and @TomClarke_ITV weren't there.
I suspect #JVT would agree."	""	21758
AlStewartOBE	2021-02-08 17:26:52	"#Covid19 #PressConference  
#JVT: ""If invited to get a jab don't delay; take action against the clear and present danger of the current threat""."	""	21758
